index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NG_042881.1,1,1833,1,1263,68.9034,0.689034,40.8,2.0,215,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter fennelliae,0.6890343698854338,0.46301508013175974,0.6719767552506062,1.27
1,NR_025514.1,1,1518,1,1484,97.7602,0.977602,41.1,32.0,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,0.9776021080368906,0.14802249929920555,0.15141385036131674,1.27
2,NR_026331.1,1,1488,3,1488,100.0,2.98454,40.2,1.67,623,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,2.984543010752688,0.1234030178177631,0.04134737458068712,3.8
3,NR_029097.1,1,1374,1,1308,95.1965,0.951965,42.5,7.0,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,0.9519650655021834,0.21391793854314614,0.224711962965048,1.27
4,NR_041590.1,1,1342,10,1305,97.2429,9.47466,38.1,15.5,742816,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,9.474664679582713,1.820555142920963,0.19214982318520898,12.66
5,NR_042155.1,1,1498,1,1007,67.223,0.67223,35.9,3.0,196024,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas dhakensis,0.6722296395193591,0.469557384079117,0.6985074094841285,1.27
6,NR_043142.1,1,1465,1,1437,98.0887,0.980887,27.9,10.0,292800,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,0.9808873720136518,0.13696766404811256,0.13963648422441538,1.27
7,NR_043231.1,1,1396,2,1369,98.0659,1.85817,38.5,1.0,308994,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister propionicifaciens,1.8581661891117478,0.4006418733889846,0.2156114322478884,2.53
8,NR_043515.1,1,1386,1,1360,98.1241,0.981241,35.8,48.0,331696,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Pseudolabrys,Pseudolabrys taiwanensis,0.9812409812409812,0.13572180485133942,0.13831648641467384,1.27
9,NR_043681.1,1,1420,1,1343,94.5775,0.945775,38.6,1.0,358743,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster citroniae,0.9457746478873239,0.22654161852542318,0.2395302295652278,1.27
