index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_029097.1,1,1374,1,1292,94.032,0.94032,41.1,1.0,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,0.9403202328966521,0.23697882840264275,0.25201928036008603,1.49
1,NR_041343.1,1,1492,3,1482,99.3298,2.94571,41.5,30.3,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,2.945710455764075,0.34415941874514006,0.11683409619288941,4.48
2,NR_041590.1,1,1342,8,1305,97.2429,7.57824,37.2,10.0,742816,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,7.578241430700447,1.4729185062344066,0.19436151773515964,11.94
3,NR_043231.1,1,1396,5,1379,98.7822,4.83668,34.2,7.4,308994,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister propionicifaciens,4.836676217765043,0.6913506481850059,0.14293920391976722,7.46
4,NR_044473.1,1,1399,2,1391,99.4282,1.90851,36.0,15.5,491921,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,1.908506075768406,0.3076152885270672,0.16118119425069927,2.99
5,NR_113097.1,1,1480,1,1441,97.3649,0.973649,36.7,1.0,873513,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella buccae,0.9736486486486486,0.1602320353012461,0.16456864139198074,1.49
6,NR_113231.1,1,1491,2,1450,97.2502,1.88867,32.8,20.5,536633,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia glucerasea,1.8886653252850436,0.39247831043163817,0.2078072304167516,2.99
7,NR_113357.1,1,1465,4,1450,98.9761,3.91331,37.8,8.0,308994,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister propionicifaciens,3.913310580204778,0.46311375144780503,0.11834321400157585,5.97
8,NR_115702.1,1,1341,1,1265,94.3326,0.943326,36.8,1.0,28898,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter helveticus,0.9433258762117822,0.2313051331487625,0.245201726128451,1.49
9,NR_118853.1,1,1502,1,1497,99.6671,0.996671,39.4,31.0,571,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca,0.9966711051930759,0.0576196465469732,0.05781209693624165,1.49
10,NR_125570.1,1,1395,4,1307,93.6918,3.50251,40.2,1.75,796943,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium parvum,3.5025089605734765,1.0243594137274787,0.29246446626071076,5.97
11,NR_133027.1,1,1519,12,1519,100.0,11.5477,39.2,10.1,1232428,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera massiliensis,11.547728768926925,0.8757792179757444,0.07583995394248651,17.91
12,NR_144750.1,1,1493,1,1440,96.4501,0.964501,38.9,29.0,1852370,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellamassilia,Prevotellamassilia timonensis,0.9645010046885466,0.18509933795629457,0.1919120219227415,1.49
13,NR_147377.1,1,1496,1,1466,97.9947,0.979947,39.6,0.0,1870999,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Metaprevotella,Metaprevotella massiliensis,0.9799465240641712,0.14023009214773635,0.1430997393267487,1.49
14,NR_178296.1,1,1453,1,1434,98.6924,0.986924,37.4,1.0,222136,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter enhydrae,0.9869236063317275,0.1136410560252483,0.11514676039378366,1.49
15,NR_178978.1,1,1529,10,1480,96.7953,9.42054,38.9,5.2,1676614,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella rara,9.42053629823414,1.9727520775090803,0.20940974219045985,14.93
16,NR_179270.1,1,1482,2,1480,99.865,1.8502,39.4,60.0,2654621,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium wakonense,1.8502024291497976,0.36075633213531993,0.19498208760924293,2.99
17,NR_179449.1,1,1526,1,1452,95.1507,0.951507,36.1,5.0,2479840,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella marseillensis,0.9515072083879423,0.21487553915011884,0.22582649637953262,1.49
18,NR_180168.1,1,1497,1,1058,70.6747,0.706747,35.0,0.0,2293435,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter monodelphidis,0.706746826987308,0.455405631794564,0.6443688381819115,1.49
19,NR_180169.1,1,1497,3,1463,97.7288,2.89846,40.3,13.0,2040648,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter didelphidarum,2.8984635938543755,0.477128264928583,0.1646141997229981,4.48
20,NR_180527.1,1,1510,2,1480,98.0132,1.93377,37.7,60.0,2267891,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter novaezeelandiae,1.9337748344370862,0.31881311892758907,0.16486568821255462,2.99
21,NR_180671.1,1,1129,1,1124,99.5571,0.995571,42.2,1.0,2594882,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter catenae,0.995571302037201,0.06643036474455019,0.06672587348451706,1.49
