index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_041343.1,1,1492,1,1439,96.4477,0.964477,28.9,4.0,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,0.9644772117962467,0.18515911591395368,0.19197873588854683,6.25
1,NR_041590.1,1,1342,2,1301,96.9449,1.93145,37.0,10.5,742816,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,1.931445603576751,0.3536250911523586,0.18308829950866715,12.5
2,NR_044473.1,1,1399,1,1377,98.4274,0.984274,33.7,1.0,491921,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,0.9842744817726948,0.12445600827771616,0.1264444121862926,6.25
3,NR_102980.1,1,1552,1,1486,95.7474,0.957474,38.4,0.0,1064535,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,0.9574742268041238,0.20185040034472168,0.2108154921500727,6.25
4,NR_113097.1,1,1480,1,1363,92.0946,0.920946,34.6,43.0,873513,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella buccae,0.9209459459459459,0.26991431249385467,0.29308377292069326,6.25
5,NR_133027.1,1,1519,5,1519,100.0,4.91376,34.7,6.8,1232428,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera massiliensis,4.9137590520079,0.3343552541488862,0.06804469869401905,31.25
6,NR_178296.1,1,1453,1,1410,97.0406,0.970406,37.7,1.0,222136,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter enhydrae,0.9704060564349621,0.16952262505065713,0.1746924639706417,6.25
7,NR_178978.1,1,1529,2,1474,96.4029,1.9032,31.8,5.5,1676614,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella rara,1.9032047089601047,0.39934034032685223,0.2098252166184732,12.5
8,NR_179932.1,1,1396,1,1358,97.2779,0.972779,37.5,1.0,2144175,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera stantonii,0.9727793696275072,0.16278405786571848,0.16733913459539249,6.25
9,NR_180814.1,1,1499,1,1444,96.3309,0.963309,35.5,33.0,2606638,Bacteria,unclassified Bacteria kingdom,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Bullifex,Bullifex porci,0.9633088725817212,0.18806510390217912,0.19522824844138953,6.25
