index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024642.1,1,1449,3,1448,99.931,2.8323,41.6,59.0,61646,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Lelliottia,Lelliottia amnigena,2.8322981366459627,0.3810501330151124,0.13453743731454626,0.08
2,NR_025298.1,1,1506,1,1443,95.8167,0.958167,43.8,4.0,82376,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Anaeroarcus,Anaeroarcus burkinensis,0.9581673306772909,0.20027313879143893,0.20901687250166806,0.03
3,NR_025514.1,1,1518,26,1508,99.3412,24.3794,30.2,25.8,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,24.379446640316207,3.925260781798725,0.16100696786560917,0.67
4,NR_025525.1,1,1475,10,1444,97.8983,9.53898,38.2,44.3,185008,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,9.538983050847458,1.6221224338348361,0.17005192536648067,0.26
5,NR_025567.1,1,1498,1,1445,96.4619,0.964619,41.2,1.0,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,0.9646194926568759,0.1848013125606107,0.19157949219086146,0.03
6,NR_025948.1,1,1439,2,1428,99.2356,1.85268,40.9,1.0,28898,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter helveticus,1.852675469075747,0.3755081855140837,0.20268427567695668,0.05
7,NR_026229.1,1,1504,1,1221,81.1835,0.811835,33.6,3.0,39950,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister pneumosintes,0.8118351063829787,0.390973787355951,0.4815926094867734,0.03
8,NR_026330.1,1,1474,10,1463,99.2537,9.73202,40.2,13.6,53442,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,9.73202170963365,1.4359246319872265,0.14754638602643236,0.26
9,NR_026331.1,1,1488,42,1488,100.0,40.4664,41.1,1.52,623,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,40.46639784946237,5.3120714878389945,0.1312711723835723,1.08
10,NR_026499.1,1,1425,2,1425,100.0,1.99368,36.6,21.5,71452,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus raffinosus,1.9936842105263157,0.07924839121615596,0.03974972104295046,0.05
11,NR_027549.1,1,1473,2,1452,98.5743,1.90767,39.8,0.5,585054,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,1.9076714188730481,0.33525148024218343,0.17573858732979936,0.05
12,NR_028862.1,1,1537,1,926,60.2472,0.602472,25.5,1.0,209880,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,0.6024723487312947,0.48954605691965963,0.8125618676949427,0.03
13,NR_029097.1,1,1374,47,1322,96.2154,43.8981,39.6,2.66,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,43.8981077147016,9.677755298538829,0.22045950958605262,1.21
14,NR_029207.1,1,1426,1,1373,96.2833,0.962833,37.4,1.0,907,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,0.9628330995792427,0.18923697995064814,0.19654183059695865,0.03
15,NR_029356.1,1,1550,1,1448,93.4194,0.934194,41.6,1.0,292800,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,0.9341935483870968,0.2480234869023224,0.2654947546261048,0.03
16,NR_037086.1,1,1479,1,1427,96.4841,0.964841,43.4,1.0,1559,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium tertium,0.964841108857336,0.18424357602060085,0.19095742742429478,0.03
