index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025948.1,1,1439,1,1364,94.788,0.94788,37.8,3.0,28898,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter helveticus,0.9478804725503822,0.222345311891084,0.2345710438499046,2.0
1,NR_025981.1,1,1477,1,1427,96.6148,0.966148,37.7,1.0,831,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0.96614759647935,0.1809104118521351,0.1872492489878091,2.0
2,NR_029097.1,1,1374,1,1311,95.4148,0.954148,41.3,1.0,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,0.9541484716157205,0.20923916854094163,0.2192941400268908,2.0
3,NR_041343.1,1,1492,1,1480,99.1957,0.991957,43.2,26.0,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,0.9919571045576407,0.0893507592893008,0.09007522490515998,2.0
4,NR_041590.1,1,1342,7,1304,97.1684,6.31669,40.2,9.86,742816,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,6.316691505216095,1.2745445912952478,0.20177407591343902,14.0
5,NR_043231.1,1,1396,2,1367,97.9226,1.95415,39.0,2.5,308994,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister propionicifaciens,1.9541547277936964,0.29215047747723555,0.14950222381166453,4.0
6,NR_044473.1,1,1399,1,1388,99.2137,0.992137,39.7,1.0,491921,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,0.9921372408863474,0.08835449168852584,0.0890547074007548,2.0
7,NR_104803.1,1,1521,1,1450,95.332,0.95332,41.9,1.0,39482,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Faecalicatena,Faecalicatena contorta,0.9533201840894149,0.21102153337108012,0.22135431190166405,2.0
8,NR_104823.1,1,1504,1,1475,98.0718,0.980718,43.8,22.0,35703,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter amalonaticus,0.980718085106383,0.13755982057605426,0.14026438653992243,2.0
9,NR_112901.1,1,1469,1,1383,94.1457,0.941457,31.8,0.0,762983,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,0.9414567733151804,0.23484774258429297,0.2494514344586597,2.0
10,NR_113231.1,1,1491,2,1467,98.3903,1.91885,33.2,11.0,536633,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia glucerasea,1.9188464118041584,0.32685240376123714,0.1703379706424343,4.0
11,NR_115702.1,1,1341,1,1325,98.8069,0.988069,35.6,21.0,28898,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter helveticus,0.9880686055182699,0.10861783507205683,0.10992944666537978,2.0
12,NR_125570.1,1,1395,3,1302,93.3333,2.71398,39.9,1.0,796943,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium parvum,2.713978494623656,0.780352998956572,0.2875310178405753,6.0
13,NR_133027.1,1,1519,16,1519,100.0,15.8065,38.9,4.94,1232428,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera massiliensis,15.806451612903226,0.9483001831074653,0.05999450138026821,32.0
14,NR_133762.1,1,1409,1,1361,96.5933,0.965933,37.8,60.0,1096246,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Hungatella,Hungatella effluvii,0.9659332860184529,0.1814649934327229,0.18786493442079835,2.0
15,NR_145844.1,1,1489,1,1369,91.9409,0.919409,35.8,35.0,1411144,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caecigallinarum,0.9194089993284084,0.2722974238633439,0.2961657152173258,2.0
16,NR_170509.1,1,1538,1,1457,94.7334,0.947334,38.4,2.0,2530391,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Duncaniella freteri,0.947334200260078,0.2234380764081687,0.2358598225914643,2.0
