index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NG_042881.1,1,1833,1,1213,66.1757,0.661757,22.1,26.0,215,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter fennelliae,0.6617566830332787,0.4732409069896435,0.7151282625820418,0.03
2,NR_025298.1,1,1506,1,1434,95.2191,0.952191,40.9,1.0,82376,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Anaeroarcus,Anaeroarcus burkinensis,0.952191235059761,0.2134322722397524,0.22414853695471904,0.03
3,NR_025514.1,1,1518,19,1508,99.3412,17.6686,26.3,32.2,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,17.66864295125165,3.010673980095308,0.1703964468806039,0.65
4,NR_025525.1,1,1475,18,1443,97.8305,16.5031,37.6,53.7,185008,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,16.503050847457626,2.941161617957901,0.17821926655525036,0.62
5,NR_025567.1,1,1498,1,1449,96.729,0.96729,41.2,1.0,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,0.9672897196261683,0.1779366565624372,0.18395383818532154,0.03
6,NR_025981.1,1,1477,1,1389,94.042,0.94042,38.2,1.0,831,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0.940419769803656,0.23678764190634521,0.25178930676434264,0.03
7,NR_026049.1,1,1456,1,1423,97.7335,0.977335,41.4,26.0,55211,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia persicina,0.9773351648351648,0.14888372833614752,0.15233640791105468,0.03
8,NR_026229.1,1,1504,3,1308,86.9681,2.44947,27.5,1.0,39950,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister pneumosintes,2.449468085106383,1.0439954645106873,0.42621313209122524,0.1
9,NR_026330.1,1,1474,3,1440,97.6934,2.91045,40.6,14.0,53442,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,2.91044776119403,0.4720131406440646,0.16217887396488373,0.1
10,NR_026331.1,1,1488,12,1464,98.3871,11.7594,40.7,1.25,623,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,11.759408602150538,1.5218357493929466,0.12941430992666045,0.41
11,NR_026409.1,1,1495,1,1017,68.0268,0.680268,39.2,1.0,29370,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,0.6802675585284281,0.4665288759402466,0.685802034936744,0.03
12,NR_026493.1,1,1488,1,1451,97.5134,0.975134,40.6,4.0,69825,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,0.9751344086021505,0.15576777569524264,0.15973980029946316,0.03
13,NR_027558.1,1,1365,2,1361,99.707,1.99121,41.4,60.0,169435,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Anaerotruncus,Anaerotruncus colihominis,1.9912087912087912,0.12077008977977365,0.06065164552957727,0.07
15,NR_029097.1,1,1374,39,1322,96.2154,36.4432,37.3,1.33,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,36.443231441048034,8.146468367944552,0.2235385844178662,1.34
16,NR_029207.1,1,1426,1,1311,91.9355,0.919355,16.4,1.0,907,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,0.9193548387096774,0.27238492687205873,0.29627834150995863,0.03
17,NR_029356.1,1,1550,4,1454,93.8065,3.7,33.7,2.5,292800,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,3.7,0.9786289667774408,0.26449431534525425,0.14
18,NR_037082.1,1,1535,1,1477,96.2215,0.962215,39.3,0.0,1354,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus hirae,0.962214983713355,0.19073806598174212,0.19822811867432238,0.03
19,NR_040903.1,1,1461,7,1298,88.8433,6.13347,40.5,1.0,183670,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Macromonas,Macromonas bipunctata,6.13347022587269,2.250870958667288,0.36698163939436534,0.24
20,NR_041342.1,1,1488,3,1449,97.379,2.82997,28.8,2.67,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,2.82997311827957,0.5549697211032748,0.19610423771115482,0.1
21,NR_041343.1,1,1492,69,1473,98.7265,65.9015,38.4,18.0,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,65.9014745308311,11.950392565329432,0.18133725611463528,2.38
22,NR_041464.1,1,1492,1,1430,95.8445,0.958445,33.2,1.0,387661,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides johnsonii,0.9584450402144772,0.19963681392395372,0.20829239606611116,0.03
23,NR_041590.1,1,1342,268,1309,97.541,252.803,37.6,5.31,742816,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,252.80327868852459,54.491644753390695,0.21554959665111423,9.23
24,NR_041668.1,1,1484,1,1335,89.9596,0.899596,34.1,0.0,742726,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,0.8995956873315364,0.30063963886370965,0.33419417533613865,0.03
25,NR_042007.1,1,1454,1,1401,96.3549,0.963549,38.8,1.0,622312,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia inulinivorans,0.9635488308115543,0.18747440849994318,0.1945665881219967,0.03
26,NR_042152.1,1,1456,1,1113,76.4423,0.764423,28.1,0.0,168384,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,0.7644230769230769,0.4245046560563044,0.5553268456585617,0.03
