index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NG_042881.1,1,1833,1,1237,67.485,0.67485,39.3,1.0,215,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter fennelliae,0.6748499727223132,0.46855870696015894,0.6943153677105669,0.01
1,NR_024861.1,1,1511,25,1473,97.4851,23.7915,40.4,1.08,67824,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter farmeri,23.791528788881536,4.290859804273759,0.18035242049174247,0.15
2,NR_024883.1,1,1414,46,1414,100.0,45.6676,41.0,57.3,73098,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera georgiana,45.66760961810467,1.0479571069585372,0.022947492012874708,0.29
3,NR_024901.1,1,1516,1,1450,95.6464,0.956464,39.8,0.0,75588,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas libanensis,0.9564643799472295,0.20412681148251427,0.21341810083275284,0.01
4,NR_024909.1,1,1516,3,1459,96.2401,2.88193,40.1,22.0,76758,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas orientalis,2.8819261213720315,0.5744073000524341,0.19931367976184255,0.02
5,NR_024928.1,1,1516,2,1459,96.2401,1.92282,41.7,0.0,78544,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas gessardii,1.9228232189973615,0.382772857550041,0.19906814821470398,0.01
6,NR_024946.1,1,1458,9,1458,100.0,8.89986,40.0,17.1,296,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fragi,8.899862825788752,0.6360158097111889,0.07146355198511971,0.06
7,NR_025298.1,1,1506,6,1455,96.6135,5.72842,39.5,2.17,82376,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Anaeroarcus,Anaeroarcus burkinensis,5.728419654714475,1.167079906216294,0.20373505723446608,0.04
8,NR_025335.1,1,1485,10,1479,99.596,9.75892,39.1,13.4,82985,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Budviciaceae,Pragia,Pragia fontium,9.758922558922558,1.286906452852098,0.13186972691728993,0.06
9,NR_025423.1,1,1468,61,1468,100.0,60.3699,39.1,24.0,249188,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus pittmaniae,60.369891008174385,3.769984168252719,0.06244808637706906,0.38
