index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024640.1,1,1422,26,1422,100.0,25.6547,38.6,52.6,61645,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae,25.654711673699016,0.7154981983984883,0.027889543546576308,0.22
2,NR_025298.1,1,1506,15,1468,97.4768,14.172,36.1,1.27,82376,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Anaeroarcus,Anaeroarcus burkinensis,14.171978751660026,2.6584607620705016,0.18758571464546575,0.13
3,NR_025348.1,1,1527,8,1468,96.1362,7.55861,36.9,0.875,90728,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatiglans,Desulfatiglans anilini,7.558611656843484,1.636034319335904,0.2164464049234037,0.07
4,NR_025705.1,1,1515,7,1462,96.5017,6.33729,34.7,2.14,216939,Bacteria,unclassified Bacteria kingdom,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma insolitum,6.337293729372937,1.4987099041101843,0.23649052231298087,0.06
5,NR_026100.1,1,1499,1,1436,95.7972,0.957972,35.0,1.0,1286362,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,0.9579719813208806,0.20072005697115652,0.20952602047337301,0.01
6,NR_026151.1,1,1473,1,1390,94.3652,0.943652,37.0,1.0,36835,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Tyzzerella,[Clostridium] colinum,0.9436524100475221,0.23067002776226178,0.24444384956389323,0.01
7,NR_026409.1,1,1495,1,1447,96.7893,0.967893,41.7,3.0,29370,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,0.9678929765886287,0.17634331034447867,0.18219298477193893,0.01
8,NR_026454.1,1,1383,4,1370,99.06,3.95445,39.9,18.2,137733,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella balaenopterae,3.9544468546637743,0.395460997767536,0.10000412505256945,0.03
9,NR_026493.1,1,1488,14,1460,98.1183,13.4509,38.0,9.71,69825,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,13.450940860215054,2.224219966757257,0.16535794706644008,0.12
10,NR_028008.1,1,1429,1,1349,94.4017,0.944017,16.5,1.0,157784,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas thermotolerans,0.9440167949615116,0.22996976965642021,0.24360771003634135,0.01
