index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024640.1,1,1422,367,1422,100.0,360.956,38.9,42.7,61645,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae,360.95569620253167,8.04518418945993,0.02228856414817676,5.2
1,NR_024911.1,1,1522,1,1455,95.5979,0.955979,37.4,19.0,76760,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas rhodesiae,0.9559789750328516,0.2052092649570075,0.21465876375571505,0.01
2,NR_025334.1,1,1490,83,1479,99.2617,79.8195,38.4,6.01,82983,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Obesumbacterium,Obesumbacterium proteus,79.81946308724832,11.533128490018361,0.14449017876018327,1.18
3,NR_025705.1,1,1515,1,1455,96.0396,0.960396,39.0,1.0,216939,Bacteria,unclassified Bacteria kingdom,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma insolitum,0.9603960396039604,0.19509128435512602,0.20313628577183224,0.01
4,NR_026045.1,1,1455,22,1440,98.9691,21.4529,39.1,35.1,553,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea ananatis,21.45292096219931,2.2685162130215977,0.10574393188782036,0.31
5,NR_028677.1,1,1459,1,1000,68.5401,0.685401,40.7,14.0,1006000,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera ascorbata,0.6854009595613434,0.4645152055188298,0.6777276848519727,0.01
6,NR_028894.1,1,1505,1,1385,92.0266,0.920266,12.3,1.0,1006003,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii,0.920265780730897,0.2709713291633065,0.294448989451824,0.01
7,NR_036774.1,1,1414,4,1405,99.3635,3.96535,36.7,1.0,33990,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia bellii,3.9653465346534653,0.3315258641240083,0.08360577347446901,0.06
8,NR_036886.1,1,1532,2,1483,96.8016,1.90862,35.7,5.5,615,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia marcescens,1.9086161879895562,0.38353291379289417,0.20094816139901295,0.03
9,NR_037084.1,1,1452,12,1452,100.0,11.8347,32.5,1.33,39831,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,11.834710743801653,0.45191268109963534,0.03818535922699433,0.17
10,NR_040955.1,1,1499,2,1469,97.9987,1.95597,42.1,0.0,1358,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,1.9559706470980653,0.28665706253463014,0.14655488974741152,0.03
