index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024906.1,1,1529,1,1176,76.913,0.76913,40.4,0.0,53346,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus mundtii,0.7691301504251145,0.4215271903281053,0.5480570357242117,0.05
1,NR_024911.1,1,1522,1,1459,95.8607,0.958607,43.5,22.0,76760,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas rhodesiae,0.9586070959264126,0.19926268932717622,0.2078669041507623,0.05
2,NR_025340.1,1,1495,1,1464,97.9264,0.979264,41.8,1.0,82995,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia grimesii,0.9792642140468227,0.14254614940129937,0.1455645446413542,0.05
3,NR_025428.1,1,1366,5,1365,99.9268,4.88726,40.8,10.8,28210,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Chelatococcaceae,Chelatococcus,Chelatococcus asaccharovorans,4.887262079062958,0.5946269555325681,0.12166872697086398,0.24
4,NR_025445.1,1,1515,2,1472,97.1617,1.70759,35.9,31.5,142588,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Isobaculum,Isobaculum melis,1.7075907590759076,0.5136593316873318,0.30080938829003,0.1
5,NR_025533.1,1,1470,1,1434,97.551,0.97551,38.6,49.0,188913,Bacteria,unclassified Bacteria kingdom,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,Cetobacterium somerae,0.9755102040816327,0.1546166504915183,0.1584982400436066,0.05
6,NR_025544.1,1,1407,2,1401,99.5736,1.97512,37.3,20.0,29468,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylocystis,Methylocystis echinoides,1.9751243781094527,0.18113235031687847,0.09170680708738684,0.1
7,NR_025566.1,1,1362,1,1362,100.0,1.0,38.2,47.0,1300165,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia cowanii,1.0,0.0,0.0,0.05
8,NR_025705.1,1,1515,1,1404,92.6733,0.926733,15.8,15.0,216939,Bacteria,unclassified Bacteria kingdom,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma insolitum,0.9267326732673268,0.26066083928958356,0.2812686406864096,0.05
9,NR_025756.1,1,1515,6,1442,95.1815,5.68185,38.5,60.0,2134,Bacteria,unclassified Bacteria kingdom,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma melliferum,5.681848184818482,1.2897960539126248,0.22700290679340457,0.29
10,NR_025764.1,1,1482,1,1447,97.6383,0.976383,36.8,60.0,254247,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,Aquicella siphonis,0.9763832658569501,0.15190310690003467,0.15557733547052616,0.05
11,NR_026050.1,1,1455,1,1444,99.244,0.99244,34.6,1.0,714314,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Brenneria,Brenneria salicis,0.9924398625429554,0.08664953556561195,0.08730960820496217,0.05
12,NR_026163.1,1,1469,3,1444,98.2982,2.8693,31.5,59.3,2033,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium testaceum,2.86929884275017,0.4675472100250434,0.16294824472758926,0.14
13,NR_026407.1,1,1481,1,1374,92.7752,0.927752,36.5,1.0,57664,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,Desulfuromonas thiophila,0.9277515192437542,0.2589863459813759,0.2791548605519779,0.05
14,NR_026454.1,1,1383,2,1376,99.4939,1.89009,32.9,15.0,137733,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella balaenopterae,1.8900939985538685,0.32867568303212497,0.17389382924002633,0.1
15,NR_027561.1,1,1409,1,1326,94.1093,0.941093,39.4,1.0,395965,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Methylocella,Methylocella silvestris,0.9410929737402413,0.23553420426374053,0.2502772954808525,0.05
16,NR_028923.1,1,1415,1,1380,97.5265,0.975265,40.1,1.0,133552,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Methylocapsa,Methylocapsa acidiphila,0.9752650176678446,0.15537124318740617,0.1593118181957824,0.05
17,NR_029040.1,1,1479,1,1445,97.7011,0.977011,41.9,0.0,154621,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus phoeniculicola,0.9770114942528736,0.14991741254763624,0.15344488107816887,0.05
18,NR_029057.1,1,1549,3,1463,94.448,2.80955,39.8,4.33,198484,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Macrococcus lamae,2.8095545513234343,0.7029003188894145,0.25018212177382887,0.14
