index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025258.1,1,1516,1,1467,96.7678,0.967678,37.9,11.0,1220589,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus odysseyi,0.9676781002638523,0.1769119542215495,0.18282107880018342,0.01
1,NR_025544.1,1,1407,1,1386,98.5075,0.985075,40.1,60.0,29468,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylocystis,Methylocystis echinoides,0.9850746268656716,0.12129741718978435,0.12313525684417502,0.01
2,NR_025917.1,1,1464,1,1415,96.653,0.96653,38.9,1.0,35830,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Acetivibrio,Acetivibrio cellulolyticus,0.9665300546448088,0.17992170522765474,0.18615220950762298,0.01
3,NR_026045.1,1,1455,1,1437,98.7629,0.987629,38.7,43.0,553,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea ananatis,0.9876288659793815,0.11057346947189227,0.11195852336924374,0.01
4,NR_026489.1,1,1469,2,1469,100.0,1.99455,39.6,60.0,2738,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,Vagococcus fluvialis,1.9945541184479239,0.07362006147805286,0.036910535942409436,0.01
5,NR_028835.1,1,1546,3,1476,95.4722,2.84282,37.2,49.7,180295,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes suicloacalis,2.8428201811125486,0.6420060107242387,0.2258341962638619,0.02
6,NR_028894.1,1,1505,1,1376,91.4286,0.914286,16.4,1.0,1006003,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii,0.9142857142857143,0.2800347351446566,0.3062879915644682,0.01
7,NR_028996.1,1,1470,5,1450,98.6395,4.62789,39.0,2.2,214473,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus nepalensis,4.627891156462585,0.7218539696944749,0.15597902917108306,0.03
8,NR_029057.1,1,1549,3,1465,94.5771,2.40865,33.3,17.0,198484,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Macrococcus lamae,2.4086507424144608,0.9080191406150454,0.3769824842703579,0.02
9,NR_036847.1,1,1546,1,1449,93.7257,0.937257,39.0,1.0,198483,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Macrococcus brunensis,0.9372574385510997,0.2425778112769595,0.2588166295612004,0.01
10,NR_037046.1,1,1494,29,1474,98.6613,28.5167,40.5,29.6,94138,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus ureilyticus,28.51673360107095,3.3417813791925863,0.11718668154430861,0.15
11,NR_041291.1,1,1495,1,1445,96.6555,0.966555,40.1,60.0,312168,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,unclassified Eubacteriales family,Anaerovirgula,Anaerovirgula multivorans,0.9665551839464883,0.17985521322007703,0.18607857699931843,0.01
12,NR_042349.1,1,1513,3,1462,96.6292,2.89028,41.4,36.0,299767,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter ludwigii,2.890284203569068,0.5478355545565535,0.189543835820733,0.02
13,NR_042406.1,1,1512,6,1482,98.0159,5.37235,38.5,50.8,332950,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus termitis,5.372354497354498,0.9308892932212169,0.173273988840389,0.03
14,NR_042847.1,1,1473,1,1411,95.7909,0.957909,38.3,24.0,1261,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus anaerobius,0.957909029192125,0.20086490939779825,0.20969100747197505,0.01
15,NR_043418.1,1,1480,1,1472,99.4595,0.994595,42.8,60.0,42858,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus lentus,0.9945945945945946,0.07334726997429455,0.07374589644154615,0.01
16,NR_043794.1,1,1481,1,1478,99.7974,0.997974,43.2,1.0,160454,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus pallens,0.9979743416610398,0.04497689365470266,0.045068186402310306,0.01
17,NR_044444.1,1,1502,7,1448,96.4048,6.60453,38.1,23.9,489910,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Nosocomiicoccus,Nosocomiicoccus ampullae,6.604527296937417,1.3830344488585224,0.20940703046224804,0.04
18,NR_044664.2,1,1462,3,1434,98.0848,2.9316,37.1,60.0,2119,Bacteria,unclassified Bacteria kingdom,Tenericutes,unclassified Tenericutes class,Mycoplasmoidales,Mycoplasmoidaceae,Malacoplasma,Malacoplasma muris,2.9316005471956226,0.4227934665357946,0.14421932992891545,0.02
19,NR_044926.1,1,1547,13,1464,94.6348,12.201,39.8,1.15,69967,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Macrococcus equipercicus,12.201034259857789,3.0198222175921248,0.2475054289067559,0.07
20,NR_074435.1,1,1505,1,1431,95.0831,0.950831,40.8,60.0,461876,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Alkaliphilus,Alkaliphilus oremlandii,0.9508305647840531,0.21629352008585523,0.22747850994354446,0.01
21,NR_074484.2,1,1498,7,1437,95.9279,6.63685,41.7,14.6,33990,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia bellii,6.636849132176235,1.5058216859361488,0.2268880391804819,0.04
22,NR_102516.1,1,1501,1,1433,95.4697,0.954697,41.7,1.0,36745,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium saccharoperbutylacetonicum,0.9546968687541639,0.2080374759112456,0.21790945662441008,0.01
23,NR_104722.1,1,1474,2,1471,99.7965,1.99254,40.6,0.0,1363,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus garvieae,1.992537313432836,0.10716969320533293,0.05378553891203974,0.01
24,NR_104744.1,1,1494,2,1425,95.3815,1.89692,40.6,39.5,1541,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter mayombei,1.8969210174029452,0.4300546209643164,0.2267119279183799,0.01
25,NR_104911.1,1,1446,1,1331,92.047,0.92047,36.4,60.0,758823,Bacteria,unclassified Bacteria kingdom,Candidatus Melainabacteria,unclassified Candidatus Melainabacteria class,Vampirovibrionales,unclassified Vampirovibrionales family,Vampirovibrio,Vampirovibrio chlorellavorus,0.9204702627939142,0.27065738275219825,0.2940425059802244,0.01
26,NR_104934.1,1,1527,1098,1505,98.5593,1036.27,39.4,5.23,158877,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Yokenella,Yokenella regensburgei,1036.271119842829,217.24530854946676,0.20964138089886777,5.5
27,NR_108292.1,1,1465,1,1438,98.157,0.98157,39.8,1.0,554117,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus phoenicis,0.9815699658703072,0.13454636665623865,0.13707261971584814,0.01
28,NR_112775.1,1,1455,1,1427,98.0756,0.980756,36.2,35.0,499555,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Corynebacteriales,Dietziaceae,Dietzia,Dietzia timorensis,0.9807560137457044,0.13742865695702697,0.14012522485807585,0.01
29,NR_112986.1,1,1434,160,1432,99.8605,152.491,35.7,6.49,158877,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Yokenella,Yokenella regensburgei,152.49093444909346,14.674851908622882,0.09623425787007578,0.8
31,NR_113268.1,1,1510,3,1475,97.6821,2.90132,36.9,0.333,1363,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus garvieae,2.9013245033112582,0.4845508198460755,0.16701021181638304,0.02
32,NR_113398.1,1,1411,1,1296,91.8498,0.918498,12.6,1.0,265959,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter,Komagataeibacter saccharivorans,0.9184975194897236,0.2737022437910476,0.29798909412744456,0.01
33,NR_114144.1,1,1414,1,1067,75.4597,0.754597,10.0,0.0,415421,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Asaia,Asaia lannensis,0.7545968882602546,0.43047819838244555,0.570474388484328,0.01
34,NR_114159.1,1,1466,662,1466,100.0,647.586,39.1,0.0619,158877,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Yokenella,Yokenella regensburgei,647.5859481582537,35.903222882249224,0.05544163363080785,3.32
35,NR_116307.1,1,1482,17895,1450,97.8408,16740.2,37.5,58.8,1088868,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,Commensalibacter intestini,16740.173414304994,3859.718005851526,0.23056619010608803,89.62
36,NR_117174.1,1,1492,8,1423,95.3753,7.50067,38.9,19.0,1737,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Paeniclostridium,[Eubacterium] tenue,7.500670241286863,1.6889190542881067,0.22516908488945184,0.04
37,NR_117407.1,1,1488,1,1477,99.2608,0.992608,42.8,60.0,1156986,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Rickettsiella,Rickettsiella massiliensis,0.9926075268817204,0.08568990086010254,0.0863280788624459,0.01
38,NR_117750.1,1,1427,1,1382,96.8465,0.968465,32.2,1.0,57706,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter braakii,0.9684653118430273,0.17481895871455772,0.18051132712422133,0.01
39,NR_118490.1,1,1534,1,1442,94.0026,0.940026,40.7,13.0,1267021,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,Frischella perrara,0.940026075619296,0.237515954017619,0.25266953776908985,0.01
40,NR_121703.1,1,1542,1,1501,97.3411,0.973411,41.1,29.0,614,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia liquefaciens,0.9734111543450065,0.16093065105955165,0.16532649162813368,0.01
41,NR_133032.1,1,1523,1,1407,92.3835,0.923835,19.4,15.0,1232430,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Nosocomiicoccus,Nosocomiicoccus massiliensis,0.9238345370978333,0.26534980049938767,0.28722654311340967,0.01
42,NR_144740.1,1,1466,9,1425,97.2033,8.70055,37.6,60.0,1776391,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Romboutsia,Romboutsia timonensis,8.700545702592088,1.4925387957953444,0.1715454233348471,0.05
43,NR_146698.1,1,1480,1,1436,97.027,0.97027,36.8,11.0,884684,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Mageeibacillus,Mageeibacillus indolicus,0.9702702702702702,0.16989813575410218,0.17510392821453427,0.01
44,NR_146707.1,1,1518,1,1420,93.5441,0.935441,25.4,41.0,1436133,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Actinacidiphila,Actinacidiphila bryophytorum,0.9354413702239789,0.24582640717928902,0.2627918916184231,0.01
45,NR_147774.1,1,1528,3,1408,92.1466,2.75327,36.2,32.7,1686310,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella apis,2.7532722513089007,0.8108561205060077,0.2945063351873496,0.02
46,NR_151979.1,1,1507,1,1388,92.1035,0.921035,32.4,1.0,1737571,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,Bacillaceae,Niallia,Niallia oryzisoli,0.9210351692103517,0.2697733852202532,0.29290237141709047,0.01
47,NR_156052.1,1,1336,1,1129,84.506,0.84506,15.0,1.0,1914243,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter europaeus,0.8450598802395209,0.3619830889852405,0.4283519990117638,0.01
48,NR_156094.1,1,1491,1,1377,92.3541,0.923541,36.2,1.0,1664035,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Desulfitispora,Desulfitispora elongata,0.9235412474849095,0.2658198691364219,0.2878267428339906,0.01
