index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025525.1,1,1475,1,1427,96.7458,0.967458,37.2,60.0,185008,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,0.967457627118644,0.17749570694771086,0.18346613016669483,3.7
1,NR_041343.1,1,1492,1,1459,97.7882,0.977882,35.0,22.0,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,0.9778820375335121,0.14711649945607913,0.1504440145225977,3.7
2,NR_041590.1,1,1342,3,1305,97.2429,2.87407,40.6,2.33,742816,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,2.8740685543964233,0.5349232354086066,0.18612055533273272,11.11
3,NR_043231.1,1,1396,4,1372,98.2808,3.86891,35.6,1.0,308994,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister propionicifaciens,3.8689111747851004,0.5859836841806525,0.15145958583895405,14.81
4,NR_044473.1,1,1399,1,1361,97.2838,0.972838,38.4,1.0,491921,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,0.9728377412437456,0.16261418166810296,0.16715447476390596,3.7
5,NR_113097.1,1,1480,1,1443,97.5,0.975,37.2,41.0,873513,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella buccae,0.975,0.15617772161938823,0.16018227858398792,3.7
6,NR_113231.1,1,1491,1,1449,97.1831,0.971831,32.6,23.0,536633,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia glucerasea,0.971830985915493,0.1655110073763029,0.17030842787996384,3.7
7,NR_113346.1,1,1460,2,1460,100.0,1.99315,39.4,20.0,28090,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter lwoffii,1.9931506849315068,0.08250493515184774,0.04139422863288581,7.41
8,NR_113357.1,1,1465,1,1439,98.2253,0.982253,39.4,1.0,308994,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister propionicifaciens,0.9822525597269625,0.13207715949673035,0.13446354319854759,3.7
9,NR_113411.1,1,1493,1,1424,95.3784,0.953784,39.2,37.0,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri,0.9537843268586738,0.2100222102279674,0.22019884822356417,3.7
10,NR_125570.1,1,1395,1,1297,92.9749,0.929749,40.3,1.0,796943,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium parvum,0.9297491039426523,0.25566103055419204,0.27497851782814026,3.7
11,NR_133027.1,1,1519,2,1517,99.8683,1.86833,41.2,7.5,1232428,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera massiliensis,1.868334430546412,0.3421112529958708,0.18311028657530928,7.41
12,NR_144750.1,1,1493,1,1440,96.4501,0.964501,24.6,51.0,1852370,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellamassilia,Prevotellamassilia timonensis,0.9645010046885466,0.18509933795629457,0.1919120219227415,3.7
13,NR_151900.1,1,1519,1,1476,97.1692,0.971692,40.6,60.0,1550024,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruthenibacterium,Ruthenibacterium lactatiformans,0.9716919025674786,0.16590620675645998,0.17073951765790157,3.7
14,NR_170509.1,1,1538,1,1448,94.1482,0.941482,41.8,20.0,2530391,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Duncaniella freteri,0.94148244473342,0.23479585954138962,0.24938952484437654,3.7
15,NR_178978.1,1,1529,1,1471,96.2067,0.962067,39.3,5.0,1676614,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella rara,0.9620667102681492,0.19109745943451217,0.1986322334978716,3.7
16,NR_179270.1,1,1482,1,1433,96.6937,0.966937,20.4,55.0,2654621,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium wakonense,0.9669365721997301,0.17886258543490396,0.18497861243163133,3.7
17,NR_179564.1,1,1492,1,1375,92.1582,0.921582,39.9,33.0,1903262,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ndongoniae,0.9215817694369973,0.2689187269535607,0.29180126590160915,3.7
18,NR_180169.1,1,1497,2,1377,91.984,1.83033,36.5,11.5,2040648,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter didelphidarum,1.8303273213092852,0.5490044098065191,0.29994875966436463,7.41
