index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_041343.1,1,1492,1,1447,96.9839,0.969839,36.5,15.0,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,0.9698391420911529,0.17108710955848497,0.17640771766500316,2.94
1,NR_041527.1,1,1490,1,1470,98.6577,0.986577,34.7,19.0,133448,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter youngae,0.9865771812080537,0.11511533511607337,0.1166815301516662,2.94
2,NR_043231.1,1,1396,4,1373,98.3524,3.58309,34.8,1.0,308994,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister propionicifaciens,3.5830945558739256,0.691661047531845,0.19303455065063085,11.76
3,NR_043657.1,1,1553,1,987,63.5544,0.635544,39.0,1.0,349095,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera paucivorans,0.6355441081777206,0.48143227919553855,0.7575119854008828,2.94
4,NR_113357.1,1,1465,3,1457,99.4539,2.88123,32.6,2.33,308994,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister propionicifaciens,2.8812286689419797,0.395788785295274,0.13736805744079042,8.82
5,NR_115879.1,1,1479,1,1461,98.783,0.98783,36.3,29.0,520999,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia alcalifaciens,0.9878296146044625,0.10968318586003131,0.1110345187453705,2.94
6,NR_125570.1,1,1395,1,1279,91.6846,0.916846,33.1,1.0,796943,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium parvum,0.9168458781362007,0.2762140566069871,0.3012655269481994,2.94
7,NR_133027.1,1,1519,15,1519,100.0,14.8018,39.7,7.53,1232428,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera massiliensis,14.80184331797235,0.7532777907120485,0.050890809646486464,44.12
8,NR_134080.1,1,1566,1,1428,91.1877,0.911877,15.6,5.0,879612,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera indica,0.9118773946360154,0.28356367560260404,0.31096688795075483,2.94
9,NR_144746.1,1,1494,1,1207,80.7898,0.807898,20.5,8.0,1841864,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Marseilla,Marseilla massiliensis,0.8078982597054887,0.3940845246249569,0.48778979270065087,2.94
10,NR_170509.1,1,1538,1,1428,92.8479,0.928479,42.1,12.0,2530391,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Duncaniella freteri,0.9284785435630689,0.2577777002387188,0.27763452588735965,2.94
11,NR_173693.1,1,1478,1,1444,97.6996,0.976996,22.6,1.0,1852385,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella phocaeensis,0.9769959404600812,0.1499669608742348,0.15349803890035946,2.94
12,NR_178978.1,1,1529,3,1472,96.2721,2.79529,37.7,4.0,1676614,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella rara,2.7952910398953565,0.625026750991511,0.22359988354375765,8.82
