index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NG_042881.1,1,1833,1,1264,68.958,0.68958,42.3,28.0,215,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter fennelliae,0.6895799236224768,0.46279185087751973,0.6711214103310867,0.08
1,NR_025412.1,1,1466,1,1465,99.9318,0.999318,42.7,60.0,108981,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter schindleri,0.9993178717598908,0.026117584882778506,0.026135412585770165,0.08
2,NR_025514.1,1,1518,14,1478,97.365,12.9051,31.2,21.2,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,12.90513833992095,2.401705052559849,0.18610455690586272,1.14
3,NR_025525.1,1,1475,4,1439,97.5593,3.87864,38.3,59.5,185008,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,3.87864406779661,0.6376247520130023,0.16439372648473666,0.33
4,NR_025567.1,1,1498,1,1448,96.6622,0.966622,39.1,12.0,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,0.9666221628838452,0.17968113251412338,0.1858855915097768,0.08
5,NR_025644.1,1,1507,1,1389,92.1699,0.921699,40.0,60.0,157228,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,Jeotgalicoccus psychrophilus,0.9216987392169874,0.2687342462445958,0.2915640814187227,0.08
6,NR_025948.1,1,1439,7,1428,99.2356,6.25087,28.9,0.857,28898,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter helveticus,6.250868658790827,1.2313804950654432,0.19699349998879076,0.57
7,NR_026209.1,1,1460,1,1452,99.4521,0.994521,42.5,1.0,28090,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter lwoffii,0.9945205479452055,0.07384553272149193,0.07425239516072879,0.08
8,NR_026312.1,1,1482,1,1286,86.7746,0.867746,14.9,1.0,180164,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia schinkii,0.8677462887989204,0.3388807416468829,0.39052975048264427,0.08
9,NR_026331.1,1,1488,10,1464,98.3871,9.77755,41.6,1.0,623,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,9.77755376344086,1.2855229012308786,0.13147694529050433,0.81
