index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024946.1,1,1458,10,1450,99.4513,9.88615,39.0,3.4,296,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fragi,9.886145404663923,0.7925096047969445,0.08016366059344701,0.6
1,NR_025298.1,1,1506,1,1443,95.8167,0.958167,44.5,2.0,82376,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Anaeroarcus,Anaeroarcus burkinensis,0.9581673306772909,0.20027313879143893,0.20901687250166806,0.06
2,NR_025514.1,1,1518,4,1487,97.9578,3.73979,29.1,20.0,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,3.7397891963109355,0.7625965828336227,0.2039143231885572,0.24
3,NR_025525.1,1,1475,46,1473,99.8644,43.7275,38.9,53.1,185008,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,43.727457627118646,6.859930157665404,0.15687923629502418,2.77
4,NR_025567.1,1,1498,1,1443,96.3284,0.963284,38.1,1.0,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,0.9632843791722296,0.18812551569531002,0.19529592689644798,0.06
5,NR_025948.1,1,1439,2,1250,86.8659,1.64767,21.9,1.0,28898,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter helveticus,1.6476719944405838,0.7008685755614813,0.42536899208476237,0.12
6,NR_026229.1,1,1504,3,1467,97.5399,2.25066,22.7,18.7,39950,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister pneumosintes,2.2506648936170213,0.8060397982883594,0.358134078766822,0.18
7,NR_026409.1,1,1495,1,1436,96.0535,0.960535,32.6,23.0,29370,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,0.9605351170568562,0.19476339248889876,0.20276550958976577,0.06
8,NR_026493.1,1,1488,1,1460,98.1183,0.981183,39.8,1.0,69825,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,0.9811827956989247,0.13592473460157897,0.13853151033366404,0.06
9,NR_027558.1,1,1365,6,1364,99.9267,5.84615,33.5,48.0,169435,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Anaerotruncus,Anaerotruncus colihominis,5.846153846153846,0.5092201988512575,0.08710345506666246,0.36
10,NR_028619.1,1,1528,2,1457,95.3534,1.64463,42.5,7.0,122355,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas psychrophila,1.6446335078534031,0.5676477474077831,0.3451515153358904,0.12
11,NR_029097.1,1,1374,61,1323,96.2882,56.5983,38.6,2.77,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,56.59825327510917,12.458941623241824,0.22012943690474326,3.68
12,NR_029207.1,1,1426,3,1396,97.8962,2.65077,19.8,1.0,907,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,2.6507713884992987,0.6575254789127216,0.24805061717712726,0.18
13,NR_029356.1,1,1550,5,1454,93.8065,4.34903,41.1,10.6,292800,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,4.349032258064516,1.304551685071658,0.29996367183816497,0.3
14,NR_041342.1,1,1488,3,1448,97.3118,2.60551,29.5,0.667,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,2.605510752688172,0.6618811262640832,0.2540312395875563,0.18
15,NR_041343.1,1,1492,44,1474,98.7936,42.065,37.8,21.6,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,42.065013404825734,7.533190307148107,0.1790844622976845,2.65
