index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024883.1,1,1414,1,1413,99.9293,0.999293,43.6,1.0,73098,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera georgiana,0.9992927864214993,0.026593487520457093,0.026612308106104973,0.06
1,NR_025298.1,1,1506,1,1436,95.3519,0.953519,32.7,4.0,82376,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Anaeroarcus,Anaeroarcus burkinensis,0.953519256308101,0.21059376261309254,0.22085947527529062,0.06
2,NR_025514.1,1,1518,27,1496,98.5507,25.1364,28.7,19.7,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,25.136363636363637,4.4492874358039165,0.17700601010431494,1.49
3,NR_025525.1,1,1475,1,1420,96.2712,0.962712,38.1,60.0,185008,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,0.9627118644067797,0.18953122300241268,0.19687222107644978,0.06
4,NR_025644.1,1,1507,1,1470,97.5448,0.975448,42.9,60.0,157228,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,Jeotgalicoccus psychrophilus,0.9754479097544791,0.15480693682729812,0.15870343795832534,0.06
5,NR_026209.1,1,1460,1,1455,99.6575,0.996575,44.6,1.0,28090,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter lwoffii,0.9965753424657534,0.05844029842502525,0.05864112419280885,0.06
6,NR_026331.1,1,1488,5,1472,98.9247,4.90927,41.9,0.4,623,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,4.909274193548387,0.6019202717442507,0.12260881100006092,0.28
7,NR_028835.1,1,1546,1,1470,95.0841,0.950841,41.3,60.0,180295,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes suicloacalis,0.9508408796895214,0.21627009790274565,0.22745140908683317,0.06
8,NR_028964.1,1,1435,1,1431,99.7213,0.997213,41.7,54.0,179628,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium colicanis,0.997212543554007,0.05274111249444822,0.052888536987793985,0.06
9,NR_029097.1,1,1374,19,1321,96.1426,17.6849,36.3,2.74,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,17.684861717612808,3.962914860380387,0.22408514828440068,1.05
10,NR_029207.1,1,1426,3,1392,97.6157,2.56662,17.1,1.0,907,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,2.5666199158485274,0.7049554461444316,0.2746629689076392,0.17
11,NR_040955.1,1,1499,2,1469,97.9987,1.95197,38.8,0.0,1358,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,1.9519679786524349,0.2929315189739656,0.15006983832603363,0.11
12,NR_041342.1,1,1488,7,1458,97.9839,6.73118,34.6,10.9,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,6.731182795698925,1.1215541618285656,0.16662066621414792,0.39
13,NR_041343.1,1,1492,49,1480,99.1957,46.0979,38.1,19.7,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,46.097855227882036,8.386445626483363,0.1819270242623103,2.7
14,NR_041461.1,1,1492,1,1350,90.4826,0.904826,11.6,18.0,387090,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola coprophilus,0.9048257372654156,0.2935538787677032,0.32443139786771347,0.06
15,NR_041464.1,1,1492,1,1393,93.3646,0.933646,22.1,1.0,387661,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides johnsonii,0.9336461126005362,0.24898313000239622,0.26667826989488524,0.06
16,NR_041508.1,1,1461,3,1446,98.9733,2.73648,29.5,1.0,397865,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola,2.736481861738535,0.583767591192713,0.21332777657142415,0.17
