index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024946.1,1,1458,4,1450,99.4513,3.96776,41.4,7.75,296,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fragi,3.967764060356653,0.3138147410822124,0.07909107908346857,0.27
1,NR_025514.1,1,1518,9,1478,97.365,8.07246,26.9,25.8,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,8.072463768115941,1.6169074108164314,0.20029912270436945,0.6
2,NR_025525.1,1,1475,6,1448,98.1695,5.72136,38.1,60.0,185008,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,5.72135593220339,0.9614260694044677,0.16804164621063988,0.4
3,NR_025567.1,1,1498,2,1449,96.729,1.9239,39.0,1.0,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,1.9238985313751669,0.36853936593848247,0.19155862948502664,0.13
4,NR_025948.1,1,1439,8,1422,98.8186,7.16331,34.6,1.0,28898,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter helveticus,7.163307852675469,1.621873831421408,0.22641409035849885,0.53
5,NR_025981.1,1,1477,1,1406,95.193,0.95193,39.3,6.0,831,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0.9519295870006771,0.21398750165654237,0.22479341390235638,0.07
6,NR_026100.1,1,1499,2,1449,96.6644,1.91861,36.1,1.0,1286362,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,1.9186124082721814,0.37625687349549847,0.19610885026764682,0.13
7,NR_026229.1,1,1504,1,1018,67.6862,0.676862,43.9,12.0,39950,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister pneumosintes,0.6768617021276596,0.46783058960293017,0.6911760380774135,0.07
8,NR_026314.1,1,1458,1,1302,89.3004,0.893004,13.0,1.0,53443,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,0.8930041152263375,0.309214074453758,0.3462627654021345,0.07
9,NR_026409.1,1,1495,4,1454,97.2575,3.83211,31.8,2.0,29370,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,3.832107023411371,0.6955869993601698,0.1815155461762007,0.27
10,NR_027558.1,1,1365,1,1061,77.7289,0.777289,24.4,1.0,169435,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Anaerotruncus,Anaerotruncus colihominis,0.7772893772893773,0.4162181100973371,0.535473817420231,0.07
11,NR_027562.1,1,1462,2,1432,97.948,1.94323,35.0,60.0,214853,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Anaerofustis,Anaerofustis stercorihominis,1.9432284541723666,0.3076571975353114,0.15832271129765058,0.13
