index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025514.1,1,1518,1,1474,97.1014,0.971014,27.1,19.0,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,0.9710144927536232,0.16782103834279677,0.17283062157691012,1.05
1,NR_025948.1,1,1439,1,1259,87.4913,0.874913,39.2,1.0,28898,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter helveticus,0.8749131341209173,0.3309323913802469,0.3782459977729748,1.05
2,NR_026331.1,1,1488,1,1451,97.5134,0.975134,33.2,17.0,623,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,0.9751344086021505,0.1557677756952426,0.15973980029946314,1.05
3,NR_029097.1,1,1374,4,1319,95.9971,3.76783,37.1,1.0,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,3.7678311499272197,0.839197296568971,0.2227268853555662,4.21
4,NR_040903.1,1,1461,1,1283,87.8166,0.878166,39.0,1.0,183670,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Macromonas,Macromonas bipunctata,0.8781656399726215,0.327206402869586,0.37260214699334776,1.05
5,NR_041342.1,1,1488,1,1483,99.664,0.99664,40.6,15.0,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,0.9966397849462365,0.05788934395085721,0.05808452043079941,1.05
6,NR_041343.1,1,1492,1,1455,97.5201,0.975201,38.2,11.0,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,0.975201072386059,0.15556400853032468,0.159519931771302,1.05
7,NR_041590.1,1,1342,7,1301,96.9449,6.50894,37.6,9.14,742816,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,6.508941877794337,1.3298031279236024,0.20430404094716365,7.37
8,NR_042413.1,1,1497,1,1486,99.2652,0.992652,42.0,13.0,587,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia rettgeri,0.9926519706078825,0.08543366753562304,0.08606608364793249,1.05
9,NR_043231.1,1,1396,3,1371,98.2092,2.86819,38.5,1.0,308994,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister propionicifaciens,2.8681948424068766,0.4772590882089514,0.16639702476016388,3.16
10,NR_044473.1,1,1399,1,1369,97.8556,0.978556,27.6,1.0,491921,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,0.9785561115082202,0.1449105178614433,0.14808605879339604,1.05
11,NR_074902.1,1,1542,1,1470,95.3307,0.953307,36.1,4.0,585054,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,0.953307392996109,0.21104808186524826,0.22138513077293387,1.05
12,NR_104826.1,1,1530,1,1485,97.0588,0.970588,43.8,1.0,624,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,0.9705882352941176,0.16901296692185327,0.17413457198009125,1.05
