index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_029097.1,1,1374,1,1290,93.8865,0.938865,38.7,1.0,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,0.9388646288209607,0.23966568852993805,0.25527182638770146,4.55
1,NR_041343.1,1,1492,1,1468,98.3914,0.983914,34.4,19.0,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,0.9839142091152815,0.1258477384200333,0.1279051946339848,4.55
2,NR_113094.1,1,1494,1,1363,91.2316,0.912316,36.7,2.0,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella baroniae,0.9123159303882196,0.2829295918995442,0.3101223846646508,4.55
3,NR_113357.1,1,1465,1,1416,96.6553,0.966553,35.9,1.0,308994,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister propionicifaciens,0.9665529010238908,0.1798623717740073,0.1860864227746615,4.55
4,NR_114419.1,1,1497,1,1467,97.996,0.97996,40.3,13.0,584,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Proteus mirabilis,0.9799599198396793,0.14018417410885511,0.14305092613562106,4.55
5,NR_117683.1,1,1530,1,1469,96.0131,0.960131,40.0,18.0,573,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,0.9601307189542484,0.1957160117714127,0.20384308918329574,4.55
6,NR_125570.1,1,1395,2,1313,94.1219,1.84373,35.4,2.0,796943,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium parvum,1.8437275985663082,0.49959281589942617,0.270968887317146,9.09
7,NR_133027.1,1,1519,8,1519,100.0,7.89928,36.7,7.25,1232428,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera massiliensis,7.899275839368006,0.4486762871907642,0.05679967332634143,36.36
8,NR_178978.1,1,1529,2,1468,96.0105,1.84173,34.9,11.5,1676614,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella rara,1.841726618705036,0.46168499843421457,0.2506805264935774,9.09
9,NR_180169.1,1,1497,2,1459,97.4616,1.88911,37.4,11.0,2040648,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter didelphidarum,1.8891115564462257,0.3866008788818103,0.20464692916763436,9.09
10,NR_180527.1,1,1510,1,1445,95.6954,0.956954,36.8,60.0,2267891,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter novaezeelandiae,0.956953642384106,0.20302873483075262,0.21216151529026744,4.55
11,NR_180797.1,1,1468,1,1458,99.3188,0.993188,37.9,7.0,2605778,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium porci,0.9931880108991825,0.08228121144368648,0.08284555445770354,4.55
