index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025514.1,1,1518,1,1420,93.5441,0.935441,18.2,48.0,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,0.9354413702239789,0.24582640717928902,0.2627918916184231,1.89
1,NR_025525.1,1,1475,1,1453,98.5085,0.985085,39.2,60.0,185008,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,0.9850847457627119,0.12125492732026795,0.12309085877315569,1.89
2,NR_026229.1,1,1504,1,1408,93.617,0.93617,10.9,34.0,39950,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister pneumosintes,0.9361702127659575,0.24453078131597109,0.26120333458751455,1.89
3,NR_029097.1,1,1374,5,1314,95.6332,4.64847,40.3,1.2,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,4.648471615720524,1.0799138747972528,0.23231590167080401,9.43
4,NR_041590.1,1,1342,7,1300,96.8703,6.3152,37.4,16.1,742816,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,6.315201192250373,1.325387367764402,0.2098725483822805,13.21
5,NR_043231.1,1,1396,2,1369,98.0659,1.95415,41.2,1.0,308994,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister propionicifaciens,1.9541547277936964,0.2872011803207499,0.1469695189617914,3.77
6,NR_115702.1,1,1341,1,1327,98.956,0.98956,36.7,22.0,28898,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter helveticus,0.9895600298284862,0.10167933358753431,0.10275206205040203,1.89
7,NR_115763.1,1,1481,1,1322,89.264,0.89264,43.7,0.0,1140002,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus avium,0.8926401080351114,0.30967482637915744,0.34692013454427545,1.89
8,NR_125571.1,1,1436,1,1372,95.5432,0.955432,39.0,15.0,796944,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium asaccharolyticum,0.9554317548746518,0.20642575048018721,0.2160549400069598,1.89
9,NR_133027.1,1,1519,14,1519,100.0,13.7235,39.3,11.9,1232428,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera massiliensis,13.723502304147466,0.8823667746434515,0.06429603428395868,26.42
10,NR_144750.1,1,1493,1,1465,98.1246,0.981246,38.9,60.0,1852370,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellamassilia,Prevotellamassilia timonensis,0.9812458137977227,0.13570114515040588,0.138294750654987,1.89
11,NR_148763.1,1,1525,1,1476,96.7869,0.967869,38.3,60.0,1608996,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas helleri,0.9678688524590164,0.1764061872328278,0.18226249019651924,1.89
12,NR_165727.1,1,1535,1,1465,95.4397,0.954397,42.4,46.0,2358141,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerotignum,Anaerotignum faecicola,0.9543973941368078,0.20868967496378585,0.21866119526922273,1.89
13,NR_170509.1,1,1538,1,1454,94.5384,0.945384,33.8,8.0,2530391,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Duncaniella freteri,0.9453836150845254,0.22730382544344305,0.2404355457579198,1.89
14,NR_178296.1,1,1453,1,1438,98.9677,0.989677,34.7,1.0,222136,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter enhydrae,0.9896765313145217,0.1011134566149387,0.10216818669089425,1.89
15,NR_178978.1,1,1529,4,1472,96.2721,3.80314,36.6,2.75,1676614,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella rara,3.803139306736429,0.7974702030112976,0.20968735002653036,7.55
16,NR_180169.1,1,1497,5,1464,97.7956,4.71677,38.3,16.8,2040648,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter didelphidarum,4.716766867067468,0.8377415653042252,0.17760927960068335,9.43
17,NR_180527.1,1,1510,1,1446,95.7616,0.957616,40.0,60.0,2267891,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter novaezeelandiae,0.9576158940397351,0.20153061951495824,0.21045037030953453,1.89
18,NR_180733.1,1,1466,1,1280,87.3124,0.873124,36.8,1.0,2606214,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas suwonensis,0.8731241473396999,0.3329474242388623,0.381328846823572,1.89
19,NR_180797.1,1,1468,1,1456,99.1826,0.991826,40.9,9.0,2605778,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium porci,0.9918256130790191,0.09007270923826834,0.09081506673199033,1.89
20,NR_180814.1,1,1499,1,1456,97.1314,0.971314,39.7,32.0,2606638,Bacteria,unclassified Bacteria kingdom,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Bullifex,Bullifex porci,0.971314209472982,0.16697759138956492,0.1719089350913172,1.89
21,NR_181946.1,1,1474,1,1465,99.3894,0.993894,40.9,10.0,2025884,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter kilianii,0.9938941655359566,0.07792735789939884,0.07840609252130641,1.89
