index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024861.1,1,1511,2,1501,99.3382,1.96492,44.0,0.5,67824,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter farmeri,1.9649238914626075,0.21705580545213626,0.1104652482445867,3.57
1,NR_025514.1,1,1518,2,1506,99.2095,1.94005,33.8,50.5,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,1.9400527009222661,0.26872191430431186,0.13851268791645005,3.57
2,NR_041343.1,1,1492,1,1460,97.8552,0.978552,40.0,13.0,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,0.9785522788203753,0.14491995274769576,0.1480962804791521,1.79
3,NR_041590.1,1,1342,10,1304,97.1684,9.57824,39.7,18.2,742816,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,9.578241430700448,1.727801500085032,0.1803881759074306,17.86
4,NR_042415.1,1,1517,1,1472,97.0336,0.970336,39.6,16.0,333965,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia vermicola,0.970336189848385,0.16971403960651835,0.17490230848035893,1.79
5,NR_043231.1,1,1396,2,1366,97.851,1.87034,40.0,1.0,308994,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister propionicifaciens,1.8703438395415473,0.3948887007635131,0.2111316071489331,3.57
6,NR_043657.1,1,1553,1,1186,76.3683,0.763683,38.5,1.0,349095,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera paucivorans,0.763683193818416,0.4249558286106984,0.5564556507861843,1.79
7,NR_074902.1,1,1542,1,1479,95.9144,0.959144,43.0,11.0,585054,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,0.9591439688715954,0.19802082042177532,0.2064557843748327,1.79
8,NR_104823.1,1,1504,1,1479,98.3378,0.983378,43.4,0.0,35703,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter amalonaticus,0.9833776595744681,0.12789415089014292,0.13005598575982077,1.79
9,NR_113021.1,1,1476,2,1476,100.0,1.98103,40.3,60.0,29363,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium paraputrificum,1.981029810298103,0.13646588867464496,0.06888633778514909,3.57
10,NR_113097.1,1,1480,2,1440,97.2973,1.88649,39.5,40.5,873513,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella buccae,1.8864864864864865,0.39342958139552575,0.2085514973013532,3.57
11,NR_113357.1,1,1465,1,1417,96.7235,0.967235,33.6,12.0,308994,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister propionicifaciens,0.967235494880546,0.17808042895391776,0.18411279351975265,1.79
12,NR_118106.1,1,1494,1,1456,97.4565,0.974565,42.9,1.0,35703,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter amalonaticus,0.9745649263721553,0.15749518582493904,0.16160563710333717,1.79
13,NR_133027.1,1,1519,14,1519,100.0,13.551,39.8,3.64,1232428,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera massiliensis,13.551020408163266,0.9051877706367015,0.06679849512228671,25.0
14,NR_144749.1,1,1479,1,1468,99.2563,0.992563,42.4,1.0,1852367,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Ihubacter,Ihubacter massiliensis,0.9925625422582827,0.08594845343221198,0.08659248135302555,1.79
15,NR_149294.1,1,1476,1,1460,98.916,0.98916,41.2,24.0,626774,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Proteus terrae,0.989159891598916,0.10358508585006103,0.1047202648730754,1.79
